FCL Item code,FCL Title,Crop category,Source,Category,Categorized,Category (from FAO production definitions),Group,Scientific Name,Common Name,Definition
174,Artificial Sweeteners,#N/A,#N/A,#N/A,#N/A,#N/A,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,High-intensity or low-caloric sweetening agents that are produced chemically.
175,Isoglucose,Other crops,Isoglucose,Sugars,No,#N/A,3 - SUGAR CROPS AND SWEETENERS AND DERIVED PRODUCTS,,,"Also known as HFCS (high-fructose corn syrup), HFSS (high-fructose starch syrup), HFGS (high-fructose glucose syrup). Isoglucose is a new type of starch syrup where glucose has been isomerized to fructose by using one or more isomerizing enzymes. Most important of the sweeteners manufactured from maize starch. Widely used in the production of food and soft drinks."
176,"Beans, dry",Other crops,Beans,Pulses,Yes,Crops Primary,4 - PULSES AND DERIVED PRODUCTS,"Phaseolus and Vigna spp.: 
Phaseolus vulgaris 
Phaseolus lunatus 
Phaseolus angularis or Vigna angularis 
Phaseolus aureus 
Phaseolus mungo or Vigna mungo 
Phaseolus coccineus 
Phaseolus calcaratus 
Phaseolus aconitifolius 
Phaseolus acutifolius 
Vigna radiata 
Vigna aconitifolia","
kidney, haricot bean 
lima, butter bean 
adzuki bean 
mungo bean, golden, green gram 
black gram, urd 
scarlet runner bean 
rice bean 
moth bean 
tepary bean","Includes species of Phaseolus and Vigna. 
The class does not include: Vigna sinensis (Cow peas) cf. 0195 and Vigna or Voandzeia subterranea (Bambara beans) cf. 0203."
181,"Broad beans, dry",Other crops,"Broad beans, horse beans, dry",Pulses,Yes,Crops Primary,4 - PULSES AND DERIVED PRODUCTS,"Vicia faba: 
Vicia faba var. equina 
Vicia faba var. major 
Vicia faba var. minor","
horse-bean 
broad bean 
field bean",No definition available.
187,"Peas, dry",Other crops,"Peas, dry",Fruits,No,Crops Primary,4 - PULSES AND DERIVED PRODUCTS,"Pisum sativum 
Pisum arvense","garden pea 
field pea",No definition available.
191,"Chick-peas, dry",Other crops,Chick peas,Pulses,No,Crops Primary,4 - PULSES AND DERIVED PRODUCTS,Cicer arietinum,"chickpea, Bengal gram, garbanzos",No definition available
195,"Cow peas, dry",Other crops,"Cow peas, dry",Pulses,No,Crops Primary,4 - PULSES AND DERIVED PRODUCTS,Vigna sinensis; Dolichos sinensis,"cowpea, blackeye pea/bean",No definition available.
197,Pigeon peas,Other crops,Pigeon peas,Pulses,No,Crops Primary,4 - PULSES AND DERIVED PRODUCTS,Cajanus cajan,"pigeon pea, cajan pea, Congo bean","No definition available.
"
201,"Lentils, dry",Other crops,Lentils,Pulses,No,Crops Primary,4 - PULSES AND DERIVED PRODUCTS,"Lens esculenta 
Ervum lens",,No definition available.
203,Bambara beans,Other crops,Bambara beans,Pulses,Yes,Crops Primary,4 - PULSES AND DERIVED PRODUCTS,Voandzeia subterranea or Vigna subterranea,"bambara groundnut, earth pea",These beand are grown underground in a similar way to groundnuts
205,Vetches,Other crops,Vetches,Fodder,No,Crops Primary,4 - PULSES AND DERIVED PRODUCTS,Vicia sativa,spring/common vetch,Used mainly for animal feed.
210,Lupins,Other crops,Lupins,Fodder,No,Crops Primary,4 - PULSES AND DERIVED PRODUCTS,Lupinus spp.,,"Used primarily for feed, though in some parts of Africa and in Latin America some varieties are cultivated for human food."
211,Pulses nes,Other crops,"Pulses, nes",Pulses,No,Crops Primary,4 - PULSES AND DERIVED PRODUCTS,"Including among all: 
Dolichos spp. 
Canavalia spp. 
Psophocarpus tetragonolobus 
Cyamopsis tetragonoloba 
Stizolobium spp. 
Pachyrrhizus erosus","
lablab or hyacinth bean 
jack or sword bean 
winged bean 
guar bean 
velvet bean 
yam bean","Other pulses that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report pulses under this heading that are classified individually by FAO."
212,Flour of Pulses,Other crops,"Flour, pulses",Pulses,No,#N/A,4 - PULSES AND DERIVED PRODUCTS,,,Produced through milling or grinding of pulses. This heading also includes meal.
213,Bran of Pulses,Other crops,"Bran, pulses",Fodder,No,#N/A,11 - FODDER CROPS AND PRODUCTS,,,"Bran, sharps and other residues from the milling or working of pulses."
216,Brazil nuts,Nuts,"Brazil nuts, with shell",Nuts,No,Crops Primary,5 - NUTS AND DERIVED PRODUCTS,Bertholletia excelsa,"Brazil, Para or cream nut",No definition available.
217,Cashew nuts,Nuts,Cashew,Nuts,Yes,Crops Primary,5 - NUTS AND DERIVED PRODUCTS,Anacardium occidentale,,"Produced mainly in East Africa, India and Brazil."
220,Chestnuts,Nuts,Chestnut,Nuts,No,Crops Primary,5 - NUTS AND DERIVED PRODUCTS,"Castanea spp.: 
Castanea vesca 
Castanea vulgaris 
Castanea sativa",,Produced mainly in Europe and Asia.
221,Almonds,Nuts,Almonds,Nuts,Yes,Crops Primary,5 - NUTS AND DERIVED PRODUCTS,"Prunus amygdalus 
Prunus communis 
Amygdalus communis",,"Produced mainly in Mediterranean countries, the United States and Asia."
222,Walnuts,Nuts,"Walnuts, with shell",Nuts,No,Crops Primary,5 - NUTS AND DERIVED PRODUCTS,"Jugland spp.: 
Jugland regia",,"Produced in temperate zones of the Northern Hemisphere, particularly in the United States."
223,Pistachios,Nuts,Pistachios,Nuts,No,Crops Primary,5 - NUTS AND DERIVED PRODUCTS,Pistacia vera,,Produced mainly in the Near East and the United States.
224,Kolanuts,Other crops,Kola nuts,Fruits,No,Crops Primary,5 - NUTS AND DERIVED PRODUCTS,Cola nitida; Cola vera; Cola acuminata,"kola, cola, Sudan cola nut","Produced mainly in Africa. Kola nuts, containing 2.4 to 2.6% caffeine, are commonly chewed by the local population. Much used in Europe and America in the production of beverages."
225,Hazelnuts (Filberts),Nuts,"Hazelnuts, with shell",Nuts,No,Crops Primary,5 - NUTS AND DERIVED PRODUCTS,Corylus avellana,,Produced mainly in Mediterranean countries and the United States.
226,Areca nuts,Nuts,Areca nuts,Nuts,Yes,Crops Primary,5 - NUTS AND DERIVED PRODUCTS,Areca catechu,"areca, betel nut",Produced mainly in the Far East. Areca nuts are used mainly as masticatory. These nuts contain alkaloids (arecoline and arecaidine).
229,"Brazil Nuts, Shelled",Nuts,"Brazil nuts, shelled",Nuts,No,#N/A,5 - NUTS AND DERIVED PRODUCTS,,,Around 55% of the weight in shell.
230,"Cashew Nuts, Shelled",Nuts,Cashew,Nuts,Yes,#N/A,5 - NUTS AND DERIVED PRODUCTS,,,Around 25% of the weight in shell.
231,"Almonds, Shelled",Nuts,Almonds,Nuts,Yes,#N/A,5 - NUTS AND DERIVED PRODUCTS,,,Around 55% of the weight in shell.
232,"Walnuts, Shelled",Nuts,"Walnuts, shelled",Nuts,No,#N/A,5 - NUTS AND DERIVED PRODUCTS,,,Around 53% of the weight in shell.
233,"Hazelnuts, Shelled",Nuts,"Hazelnuts, shelled",Nuts,No,#N/A,5 - NUTS AND DERIVED PRODUCTS,,,Around 50% of the weight in shell.
234,Nuts nes,Nuts,"Nuts, nes",Nuts,No,Crops Primary,5 - NUTS AND DERIVED PRODUCTS,"Including among all: 
Carya illinoensis 
Caryocar nuciferum 
Canarium spp. 
Lecythis zabucajo 
Macadamia ternifolia 
Pinus pinea","
pecan nut 
butter or swarri nut 
pili nut, Java almond, Chinese olives 
paradise or sapucaia nut 
Queensland, macadamia nut 
pignolia nut","Other nuts that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report nuts under this heading that are classified individually by FAO."
235,Prepared Nuts,Nuts,"Nuts, prepared (exc. groundnuts)",Nuts,No,#N/A,5 - NUTS AND DERIVED PRODUCTS,,,"Mainly roasted, whether or not containing vegetable oils, salt, flavours, spices or other additives. Excludes prepared groundnuts, except when mixed with other nuts."
236,Soybeans,Flex crops,Soybeans,Oilseeds,Yes,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Glycine soja,,"The most important oil crop. Also widely consumed as a bean and in the form of various derived products because of its high protein content, e.g. soya milk, meat, etc."
237,Oil of Soybeans,Flex crops,Soybeans,Vegetable oil,Yes,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by solvent extraction from the beans. Used mainly for food.
238,Cake of Soybeans,Flex crops,Soybeans,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,"Oilcake and other solid residues (except dregs), whether or not ground, or in the form of pellets, resulting from the extraction of fats or oils."
239,Soya Sauce,Flex crops,Soybeans,Processed foods,Yes,#N/A,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,A fermented soya product from defatted soybeans and wheat or other cereals that is filtered and pasteurized.
240,Soya Paste,Flex crops,Soybeans,Processed foods,Yes,#N/A,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,"A fermented, salty condiment. Soya paste can be produced through brine fermentation of low- moisture soya curd."
241,Soya Curd,Flex crops,Soybeans,Processed foods,Yes,#N/A,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,Obtained by precipitating proteins from soya milk and removing the fluid. Can be fermented or non-fermented.
242,"Groundnuts, in shell",Commodity crops,Groundnut,Oilseeds,Yes,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Arachis hypogaea,,"For trade data, groundnuts in shell are converted at 70% and reported on a shelled basis."
243,"Groundnuts, Shelled",Commodity crops,Groundnut,Oilseeds,Yes,#N/A,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,Used as direct food and for extracting oil.
244,Oil of Groundnuts,Commodity crops,Groundnut,Vegetable oil,Yes,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by pressure or solvent extraction. Used mainly for food.
245,Cake of Groundnuts,Commodity crops,Groundnut,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
246,Prepared Groundnuts,Commodity crops,Groundnut,Pulses,Yes,#N/A,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,"Roasted, salted, flavoured, etc"
247,Peanut Butter,Commodity crops,Groundnut,Processed foods,Yes,#N/A,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,"Obtained by grinding roasted peanuts. In addition to fat, at 40-46%, peanut butter contains all other components of the nuts."
249,Coconuts,Potential flex crops,Coconut,Fruits,Yes,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Cocos nucifera,Husked coconut,"In shell, covered by the endocarp, while exocarp (the smooth outer skin) and mesocarp (the fibrous covering) are removed. Immature nuts contain a milky juice that is consumed as a refreshing drink. Mature nuts are consumed as such, or processed for copra or desiccated coconut. The flesh, from which copra/oil is extracted, constitutes 40-70% of the weight of the husked coconut. The oil content is about 36% of the flesh."
250,"Coconuts, Desiccated",Potential flex crops,Coconut,Fruits,Yes,#N/A,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,"Dried, shredded flesh of coconut processed for human consumption. It retains most of the oil and proteins of the fresh nut and is mainly used in confectionery and baking."
251,Copra,Potential flex crops,Coconut,Oilseeds,Yes,#N/A,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,The dried flesh of coconut from which the oil is extracted.
252,Oil of Coconuts,Potential flex crops,Coconut,Vegetable oil,Yes,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by pressure from copra and by solvent from the residues of pressure extraction. Has both food and industrial uses.
253,Cake of Copra,Potential flex crops,Coconut,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
254,[Oil palm fruit],Flex crops,Oil Palm,Vegetable oil,Yes,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Elaeis guineensis,,"The oil palm produces bunches containing a large number of fruits with the fleshy mesocarp enclosing a kernel that is covered by a very hard shell. FAO considers palm oil (coming from the pulp) and palm kernels to be primary products. The oil extraction rate from a bunch varies from 17 to 27% for palm oil, and from 4 to 10% for palm kernels."
256,Palm kernels,Flex crops,Oil Palm,Oilseeds,Yes,"Oilcrops, Cake Equivalent",6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,Seeds of the oil palm. Babassu kernels (Orbignya speciosa) are often reported as palm kernels.
257,Oil of palm,Flex crops,Oil Palm,Vegetable oil,Yes,"Oilcrops, Oil Equivalent",14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Obtained from the mesocarp of the fruit of the oil palm by pressure, and also by solvent from the residues of the pressure extraction."
258,Oil of Palm Kernel,Flex crops,Oil Palm,Vegetable oil,Yes,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained from the kernel of the nut of the fruits of the oil palm by pressure in two or three stages at different temperatures. Including oil of babassu kernels.
259,Cake of Palm Kernel,Flex crops,Oil Palm,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
260,Olives,Other crops,Olives,Vegetables,No,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Olea europaea,,Includes table olives and olives for oil.
261,"Oil of Olives, Virgin",Other crops,"Oil, olive, virgin",Vegetable oil,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained from olives by mechanical or other physical means. Olive oil is the only vegetable oil that can be consumed without refining.
262,"Olives, Preserved",Other crops,Olives preserved,Vegetables,No,#N/A,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,"Treated with SO2, brine, water, or otherwise prepared or preserved."
263,Karite Nuts (Sheanuts),Other crops,Karite nuts (sheanuts),Oilseeds,No,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Butyrospermum parkii,,Production data refer only to the nut contained in the fruit although the pulp around the nut is also edible.
264,Butter of Karite Nuts,Other crops,Butter of karite nuts,Vegetable oil,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,A very important vegetable oil in West Africa. Used as a substitute for cocoa butter and in cosmetics.
265,Castor Beans,Potential flex crops,Castor beans,Oilseeds,Yes,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Ricinus communis,,"Valued mainly for their oil, which is used in pharmaceutical products. Ground seedcakes are used as fertilizers (castor oil pomace)."
266,Oil of Castor Beans,Potential flex crops,Castor beans,Vegetable oil,Yes,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Obtained by pressure or by solvent. Uses include mainly industrial ones, in pharmaceuticals and cosmetics."
267,Sunflower seed,Potential flex crops,Sunflower Seed,Oilseeds,Yes,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Helianthus annuus,,Valued mainly for its oil. Minor uses include as a human food and as feed for birds.
268,Oil of Sunflower Seed,Potential flex crops,Sunflower Seed,Vegetable oil,Yes,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by pressure extraction. Mainly for food use.
269,Cake of Sunflower Seed,Potential flex crops,Sunflower Seed,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,"Residue from oil extraction. The cake is used for feed if it is from decorticated seeds, or for fertilizer if it comes from undecorticated seeds."
270,Rapeseed or colza seed,Potential flex crops,Rapeseed,Oilseeds,Yes,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Brassica napus var. oleifera,,"Valued mainly for its oil. Older varieties are rich in Erucic acid, which is considered unhealthy."
271,Oil of Rapeseed or Canola oil,Potential flex crops,Rapeseed,Vegetable oil,Yes,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by pressure extraction for food use. Oil recovered with solvent from the residues of the pressure extraction is used for industrial purposes. Canola oil is produced from new varieties of rapeseed.
272,Cake of Rapeseed,Potential flex crops,Rapeseed,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
273,Olive Residues,Other crops,Olive residues,Fodder,No,#N/A,11 - FODDER CROPS AND PRODUCTS,,,"Residues make up about 40% of the olives crushed for oil, but account for about 5% of the oil."
274,Oil of Olive Residues,Other crops,"Oil, olive residues",Vegetable oil,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Oil extracted from olive residues with solvents.
275,Tung Nuts,Other crops,Tung nuts,Oilseeds,No,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,"Aleurites cordata 
Aleurites fordii",,Valued mainly for their oil.
276,Oil of Tung Nuts,Other crops,"Oil, tung nuts",Vegetable oil,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by pressure and used exclusively for industrial purposes. The resulting cake contains a toxic protein and thus cannot be used for feed.
277,Jojoba Seeds,Other crops,0,Oilseeds,0,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Simmondsia californica or S. chinensis,,From the shrub or small tree of the Buxaceae family.
278,Jojoba Oil,Other crops,"Oil, jojoba",Vegetable oil,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Obtained by cold pressure. Its peculiar chemical properties make it the only vegetable oil in nature having the same characteristics as spermaceti. Below 15ËC it solidifies and assumes the characteristics of wax. It is used as a lubricant, in cosmetics and in pharmaceuticals, and is considered a product with good growth prospects."
280,Safflower seed,Other crops,Safflower seed,Oilseeds,No,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Carthamus tinctorius,,Valued mainly for its oil. Minor uses include as a human food and as poultry feed.
281,Oil of Safflower Seed,Other crops,"Oil, safflower",Vegetable oil,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained either by pressure or by solvent. Has both food and industrial uses.
282,Cake of Safflower Seed,Other crops,"Cake, safflower",Fodder,No,#N/A,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
289,Sesame seed,Other crops,Sesame seed,Oilseeds,Yes,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Sesamum indicum,,"Valued for its oil, but also as a food, either raw or roasted, as well as in bakery products and other food preparations."
290,Oil of Sesame Seed,Other crops,Sesame seed,Vegetable oil,Yes,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by pressure extraction in two or three stages at different temperatures. Sometimes the oil is also extracted by solvent from the residue of the pressure extraction. Used mainly for food.
291,Cake of Sesame Seed,Other crops,Sesame seed,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
292,Mustard seed,Other crops,Mustard seed,Oilseeds,No,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,"Brassica alba; Brassica hirta; Sinapis alba
Brassica nigra; Sinapis nigra","white mustard 
black mustard","In addition to the oil extracted from them, white mustard seeds, may be processed into flour for food use. Black mustard seeds also yield oil and are processed into flour that is used mainly in pharmaceutical products."
293,Oil of Mustard Seed,Other crops,"Oil, mustard",Vegetable oil,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by dry pressure extraction. Has both food and industrial uses.
294,Cake of Mustard Seed,Other crops,"Cake, mustard",Fodder,No,#N/A,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
295,Flour of Mustard Seed,Other crops,"Flour, mustard",Miscellaneous,No,#N/A,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,"Includes flour, meal and prepared mustard."
296,Poppy seed,Other crops,Poppy seed,Oilseeds,No,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Papaver somniferum,,"The source of opium, poppy seeds are also used in baking and confectionery."
297,Oil of Poppy Seed,Other crops,"Oil, poppy",Vegetable oil,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by pressure extraction. Has both food and industrial uses.
298,Cake of Poppy Seed,#N/A,#N/A,#N/A,#N/A,#N/A,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
299,Melonseed,Other crops,Melonseed,Oilseeds,No,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Cucumis melo,,Includes seeds of other Cucurbitaceae.
305,Tallowtree Seeds,Other crops,0,Oilseeds,0,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,"Shorea aptera; Shorea stenocarpa 
Sapium sebiferum; Stillingia sebifera","Borneo tallow tree 
Chinese tallow tree",Grown wild and cultivated. FAO considers vegetable tallow (0306) and stillingia oil (0307) to be primary products.
306,Vegetable tallow,Other crops,Vegetable tallow,Vegetable oil,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Obtained by pressure extraction or by solvent from the kernels of the fruit of the Borneo tallow tree and from the outer coating that surrounds the seeds of the fruit of the Chinese tallow tree. Used as a substitute for cocoa butter. Also used in soap, candles, medicines and cosmetics."
307,Stillingia oil,#N/A,#N/A,#N/A,#N/A,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by solvent from the seeds of Stillingia sebifera. Used as a drying agent in paints and varnishes.
310,Kapok fruit,Other crops,0,Fruits,0,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Ceiba pentandra,,"The fruit of kapok contains fibre (see Group 9) and seeds (see 0311), which FAO treats as primary crops."
311,Kapokseed in shell,Other crops,Kapokseed in shell,Oilseeds,No,#N/A,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,The soft shell is approximately 40-50% of the total weight of the nut.
312,"Kapokseed, shelled",Other crops,Kapokseed shelled,Oilseeds,No,#N/A,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,Used for extracting oil.
313,Oil of Kapok,Other crops,"Oil, kapok",Vegetable oil,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained from shelled seeds by pressure. Used for food and soap.
314,Cake of Kapok,Other crops,"Cake, kapok",Fodder,No,#N/A,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
328,[Seed Cotton],Commodity crops,Cotton,Oilseeds,0,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Gossypium spp.,Unginned cotton,"Grown for both seed and for fibre. FAO considers cottonseed, cotton lint and linters to be primary products. Lint content ranges from 30 to 40%, seed 55 to 65%, and linters 2 to 5% though they are not always separated."
329,Cottonseed,Commodity crops,Cotton,Oilseeds,Yes,"Oilcrops, Cake Equivalent",6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,Used for extracting oil.
331,Oil of Cottonseed,Commodity crops,Cotton,Vegetable oil,Yes,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained first by pressure extraction from the kernels of cotton seeds. The residue from this process is then exposed to a solvent. Used mainly as a food.
332,Cake of Cottonseed,Commodity crops,Cotton,Fodder,Yes,#N/A,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
333,Linseed,Other crops,Linseed,Oilseeds,No,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Linum usitatissimum,Flaxseed,An annual herbaceous that is cultivated for its fibre as well as its oil.
334,Oil of Linseed,Other crops,"Oil, linseed",Vegetable oil,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by pressure extraction. Used mainly in non-food items.
335,Cake of Linseed,Other crops,"Cake, linseed",Fodder,No,#N/A,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
336,Hempseed,Other crops,Hempseed,Oilseeds,No,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Cannabis sativa,,An annual herbaceous that is cultivated for its fibre as well as its oil. In major producing countries oil is extracted from the seeds.
337,Oil of Hempseed,#N/A,#N/A,#N/A,#N/A,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained either by pressure extraction or by solvent. Used mainly in non-food items.
338,Cake of Hempseed,Other crops,"Cake, hempseed",Fodder,No,#N/A,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
339,Oilseeds nes,Other crops,Oilseeds nes,Oilseeds,No,Crops Primary,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,"Including among all: 
Fagus sylvatica 
Aleurites moluccana 
Carapa guineensis 
Croton tiglium 
Bassia latifolia 
Guizotia abyssinica 
Licania rigida 
Perilla frutescens 
Jatropha curcas 
Shorea robusta 
Pongamia glabra 
Astrocaryum spp.","
beech nut 
candlenut 
carapa seed 
croton seed 
illipe seed 
niger seed 
oiticica seed 
perilla seed 
physic nut 
sal tree seed 
pongam seed 
tukuma kernel","Other oilseeds, oleaginous fruits and nuts that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report commodities under this heading that are classified individually by FAO. Also included under this code are tea seeds, grape pips and tomato seeds from which oil is extracted."
340,Oil of Vegetable Origin nes,Other crops,"Oil, vegetable origin nes",Vegetable oil,No,#N/A,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Includes, inter alia, myrtle wax and Japan wax."
341,Cake of Oilseeds nes,Other crops,"Cake, oilseeds nes",Fodder,No,#N/A,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
343,Flour of Oilseeds,Other crops,"Flour, oilseeds",Oilseeds,No,#N/A,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,"Flours and meals of oilseeds and oleaginous fruits (excluding mustard), non defatted or partially defatted."
358,Cabbages,Other crops,Cabbages and other brassicas,Vegetables,No,Crops Primary,7 - VEGETABLES AND DERIVED PRODUCTS,"Brassica chinensis 
Brassica oleracea all var. except botrytis","Chinese, mustard cabbage, pak-choi 
white, red, savoy cabbage, Brussels sprouts, collards, kale and kohlrabi",No definition available.
366,Artichokes,Other crops,Artichokes,Vegetables,Yes,Crops Primary,7 - VEGETABLES AND DERIVED PRODUCTS,Cynara scolymus,,No definition available.
367,Asparagus,Other crops,Asparagus,Vegetables,Yes,Crops Primary,7 - VEGETABLES AND DERIVED PRODUCTS,Asparagus officinalis,,No definition available.
372,Lettuce and chicory,Other crops,Lettuce and chicory,Vegetables,No,Crops Primary,7 - VEGETABLES AND DERIVED PRODUCTS,"Lactuca sativa 
Cichorium intybus var. foliosum 
Cichorium endivia var. crispa 
Cichorium endivia var. latifolia","
witloof chicory 
endive 
escarole chicory",No definition available.
373,Spinach,Other crops,Spinach,Vegetables,No,Crops Primary,7 - VEGETABLES AND DERIVED PRODUCTS,Spinacia oleracea,,Trade figures may include New Zealand spinach (Tetragonia espansa) and orache (garden) spinach (Atriplex hortensis).
378,Cassava leaves,Flex crops,Cassava,Vegetables,0,Vegetables Primary,7 - VEGETABLES AND DERIVED PRODUCTS,"Manihot esculenta 
Manihot utilissima",,Young cassava leaves are eaten in some areas of Africa as a vegetable.
388,"Tomatoes, fresh",Other crops,Tomatoes,Vegetables,No,Crops Primary,7 - VEGETABLES AND DERIVED PRODUCTS,Lycopersicon esculentum,,No definition available.
390,Juice of Tomatoes,Other crops,"Juice, tomato",Vegetables,No,#N/A,7 - VEGETABLES AND DERIVED PRODUCTS,,,"Juice is obtained by treating tomatoes with cold or hot water or with steam. The juice then undergoes various processes, such as clarification, homogenization, sterilization, etc."
391,Paste of Tomatoes,Other crops,"Tomatoes, paste",Vegetables,No,#N/A,7 - VEGETABLES AND DERIVED PRODUCTS,,,"Tomatoes prepared or preserved o/t by vinegar, in the form of paste, pure or concentrate. Includes juice of dry weight content of 7% or more."
392,"Tomatoes, Peeled (O/T vinegar)",Other crops,"Tomatoes, peeled",Vegetables,No,#N/A,7 - VEGETABLES AND DERIVED PRODUCTS,,,Prepared or preserved o/t by vinegar; either whole or in pieces.
393,Cauliflowers and broccoli,Other crops,Cauliflowers and broccoli,Vegetables,No,Crops Primary,7 - VEGETABLES AND DERIVED PRODUCTS,"Brassica oleracea var. botrytis, subvariety cauliflora and cymosa",,Includes headed broccoli.
394,"Pumpkins, squash and gourds",Other crops,"Pumpkins, squash and gourds",Vegetables,No,Crops Primary,7 - VEGETABLES AND DERIVED PRODUCTS,Cucurbita spp.,,Includes marrows.
